	elu0	elu30	elu60	elu90	elu120	elu150	elu180	elu210	elu240	elu270	elu300	elu330	elu360	elu390
YBL101C	0.77	-0.01	-0.16	0.03	-0.6	-0.33	-0.31	-0.19	0.5	0.18	-0.42	0.31	0.1	0.1
YBL101W-A	0.56	0.05	0.28	0.24	0.51	-0.31	-0.05	-0.27	-0.18	0.02	-0.64	0.07	-0.44	0.15
YBL101W-B	0.52	-0.51	-0.2	0.25	0.28	-0.36	-0.29	-0.29	0.17	0.24	-0.33	0.09	0.05	0.37
YBL102W	0.45	0.01	0.2	-0.23	-0.13	-0.53	-0.1	0.07	0.2	-0.06	-0.45	0.19	0.17	0.2
YBL103C	0.5	-0.24	-0.16	0.14	0.04	0.05	-0.11	0.1	-0.04	-0.01	-0.04	-0.15	0.05	-0.11
YBL104C	-0.17	-0.17	-0.07	0.03	0.3	-0.29	-0.44	0.13	0.23	0.23	-0.27	0.26	0.2	0.03
YBL105C	0.18	-0.43	-0.48	0.04	-0.3	-0.09	0.15	0.01	0.32	0.54	-0.28	0.47	-0.22	0.1
YBL106C	-0.09	-0.11	-0.07	0.36	0.01		-0.39	0.03	0.21	0.24	-0.03	0.06	-0.01	-0.2
YBL107C	0.1	-0.42	-0.11	0.12	-0.13	0.34	-0.04	0.13	0.07	0.03	0.19	0.01	-0.36	0.04
YBL108W	-0.16	-0.27	0.1	-0.42	0.22	-0.11	-0.09	0.12	0.3	0.01	-0.02	0.26	0.1	-0.02
YBL109W	-0.4	-0.68	0.17	-0.34	-0.01	-0.11	0.48	-0.08	0.33	0.37	0.14	0.37	-0.57	0.31
YBL111C	-1.58	-0.34	0.75	-0.22	-0.04	0.12	0.53	-0.04	0.07	0.43	-0.16	0.18	0	0.31
YBL112C	-0.96	-0.47	-0.18	0.45	0.72	0.28	0.4	0.25	0.1	0.07	-0.27	0	-0.25	-0.13
YBL113C	-1.41	-0.1	-0.72	0.01	0.16	0.39	0.51	0.25	0.31	0.38	-0.34	0.11	0.2	0.25
YBR001C	0.56	0.09	0.04	0.16	-0.02	-0.47	-0.21	0.06	-0.09	-0.21	-0.52	0.27	0.12	0.23
YBR002C	0.05	0.1	0.31	-0.09	0.04	0.1	0.13	0.31	0.14	0.54	-0.18	-1.28	-0.2	0.05
YBR003W	0.1	-0.37	-0.24	0.05	0	-0.37	0.02	0.28	0.14	-0.1	-0.11	0.38	0.05	0.17
YBR004C	-0.12	0	0.48	-0.1	-0.04	0.38	0.48	-0.32	-0.12	0.16	-0.23	0	-0.49	-0.08
YBR005W	1.09	-0.08	-0.12	-0.06	0	-0.61	-0.23	0.03	0.05	-0.14	-0.25	0.19	-0.04	0.17
YBR006W	0.32	-0.14	-0.12	0.23	-0.37	-0.66	-0.28	-0.24	0.07	-0.22	-0.37	0.45	0.47	0.88
YBR007C	-0.43	-0.4	-0.15	0	0.56	-0.08	0.11	0.21	0.07	0.31	-0.02	0.11	-0.15	-0.15
YBR008C	-0.1	-0.25	-0.02	-0.2	-0.1	0.1	-0.23	0.02	0.37	0.34	-0.06	0.2	-0.18	0.08
YBR009C	-1.51	-1.64	-1.33	-0.83	0.14	0.46	1.21	1.25	1.07	0.68	0.34	0.69	0.11	-0.64
YBR010W	-0.56	-1.52	-1.38	-0.63	-0.1	0.92	0.87	0.88	0.84	0.58	0.05	0.6	-0.14	-0.4
YBR011C	-0.31	-0.37	-0.12	0	0.05	-0.24	0.04	0.3	0.36	0.12	-0.39	0.42	-0.01	0.15
YBR012C	0.26	-0.17	-0.2	-0.1	0.28	0.26	0	-0.04	0.07	-0.24	0.2	-0.24	0.03	-0.12
YBR012W-A	0.81	-0.14	0.43	0.27	0.48	-0.23	-0.03	-0.38	-0.12	-0.05	-0.71	-0.03	-0.27	-0.02
YBR012W-B	0.09	0.28	-0.08	0.32	0.27	-0.37	-0.08	-0.24	0.21	0.14	-0.33	0.11	-0.33	0.01
YBR013C	0.49	-0.23	0.15	-0.15	0.22	-0.25	-0.11	-0.08	0.15	-0.18	-0.15	0.05	0.01	0.09
YBR014C	-0.02	-0.51	-0.02	-0.26	0.02	-0.01	-0.16	0.04	0.22	0.09	0.12	0.26	0.25	-0.01
YBR015C	-0.68	-0.47	-0.01	-0.18	0.14	-0.05	0.48	0.66	0.22	0.2	-0.42	0.28	-0.05	-0.09
YBR016W	0.36	-0.43	-0.16	-0.48	-0.43	-0.11	-0.43	0.12	0.38	0.2	0.01	0.39	0.5	0.06
YBR017C	-0.24	-0.11	0.01	-0.03	0.09	-0.52	-0.44	0.16	0.3	0.31	-0.15	0.37	0.28	-0.05
YBR018C	0.18	0.21	0.45	-0.11	0.01	-0.86	-0.07	-0.03	0.18	0.23	-0.45	0.21	-0.09	0.14
YBR019C	0.37	-0.17	0.41	0	-0.06	0.06	0.35	-0.04	0.22	-0.02	-0.22	0.25	-1.37	0.24
YBR020W	-0.2	0.22	1.11	0.22	-0.21	0	-0.3	0.02	0.29	0.09	-0.69	-0.03	-0.49	-0.03
YBR021W	-0.28	0.21		0.58	0.33	0.06	0.28	-0.3	-0.37	0.21	0.02	0	-0.74	0
YBR022W	-0.31	0.02	-0.03	-0.47	-0.05	-0.09	0.08	0.28	0.14	0.3	0.03	0.02	-0.12	0.2
YBR023C	-0.75	-0.62		-0.1	0.23	0.24	0.35	-0.1	0.03	0.27	0.23	0.27	0.24	-0.3
YBR024W	0.38	-0.02	-0.17	-0.21	-0.34	-0.42	-0.34	0.12	0.16	-0.02	0.16	0.2	0.2	0.31
YBR025C	-0.4	0.06	-0.01	0.12	0.06	0.12	0.35	-0.23	0.03	0.13	0.2	0.03	-0.07	-0.38
YBR026C	0.99	0.15	-0.32	-0.02	-0.58	-0.89	-0.75	-0.12	0.08	0.08	-0.36	0.34	0.7	0.7
YBR027C	-0.13	-0.06	0.37	-0.3	-0.08	0	0.05	-0.04	0.06	0.03	0.1	-0.13	0.24	-0.1
YBR028C	-0.5	-0.29	-0.29	0.22	0.23	0.16	0.08	0.13	0.06	0.17	0.21	-0.02	-0.19	0.04
YBR029C	-0.67	-0.26	-0.27	-0.22	0.33	0.14	0.24	0.21	0.21	0.46	0.02	0.15	-0.18	-0.16
YBR030W	-0.82	-0.21	-0.31	0.34	0.37	0.29	0.18	-0.43	0.36	0.31	-0.21	0.04	0.01	0.08
YBR031W	-0.62	-0.76	-0.51	-0.21	0.05	0.37	0.15	0.46	0.56	0.62	-0.24	0.39	-0.13	-0.13
YBR032W	0.16	-0.41	0.01	-0.21	0.13	-0.08	0.05	-0.61	0.34	0.08	0.28	0.05	0.3	-0.11
YBR033W	0.29	-0.09	-0.04	-0.17	0.17	0.17	0.05	0.28	0.13	-0.09	-0.21	0.03	-0.29	-0.25
YBR034C	-1.04	-0.65	-0.51	-0.02	0.46	0.53	0.05	0.32	0.22	0.66	-0.01	-0.08	0.1	-0.04
YBR035C	0.2	-0.4	-0.25	-0.51	-0.42	-0.25	-0.69	0.2	0.69	0.24	-0.29	0.67	0.48	0.35
YBR036C	0.47	-0.6	-0.23	-0.45	-0.2	-0.08	0.04	0.3	0.29	-0.02	-0.08	0.19	0.41	-0.02
YBR037C	0.04	-0.55	-0.3	-0.55	-0.28	-0.23	0.01	0.06	0.62	0.4	-0.46	0.64	0.46	0.14
YBR038W	-1.2	-1.65	-1.2	-1.58	-1.15	-0.61	-0.49	0.39	1.16	1.31	1.3	1.6	1.23	0.88
YBR039W	0.08	-0.28	-0.09	-0.28	0.02	-0.1	-0.09	-0.12	0.32	0.35	-0.09	0.42	0.03	-0.18
YBR040W	0.11	-0.21	-0.19	-0.37	-0.02	0.24	0.84	-0.09	0.28	-0.11	0.37	-0.26	-0.32	-0.26
YBR041W	-0.22	-0.33	-0.26	-0.66	-0.01	0.31	-0.1	0.05	0.4	0.34	-0.06	0.43	0.16	-0.04
YBR042C	-0.65	-0.39	-0.24	-0.13	-0.17	0.04	-0.02	0.58	0.25	0.39	0.01	0.15	0.1	0.09
YBR043C	-0.09	0.06	-0.14	0.07	0.09	-0.21	-0.11	0.07	-0.03	0.17	-0.25	-0.02	0.06	0.32
YBR044C	-0.56	-0.47	-0.02	-0.01	-0.3	-0.32	-0.26	0.36	0.28	0.53	0.04	0.36	0.01	0.34
YBR045C	-0.16	-0.07	0.24	0.41	0.24	-0.09	0.24	-0.11	0.01	0.24	-0.45	0.11	-0.64	0.01
YBR046C	-0.46	0.22	-0.53	-0.2	-0.59	-0.36	-0.49	0.34	0.36	0.43	-0.2	0.46	0.55	0.48
YBR047W	0.31	0.38	0.1	-0.07	-0.18	-0.02	0.06	-0.22	-0.13	-0.13	-0.36	-0.04	0.24	0.07
YBR048W	-0.77	-0.26	0.12	0.29	0.56	0.33	0.22	0.35	0.12	0.11	-0.2	-0.18	-0.24	-0.45
YBR049C	-0.51	-0.09	-0.46	-0.28	-0.34	-0.22	-0.01	0.16	0.54	0.27	-0.13	0.59	0.29	0.2
YBR050C	0.36	0.63	-0.34	-0.04	-0.79	-0.74	-0.54	0.08	0.21	0.01	0.31	0.39	0.55	-0.1
YBR051W	1.16	0.87	0.43	-0.4	-0.91	-0.62	-0.4	-0.31	0.16	-0.67	0.17	0.32	0.25	-0.06
YBR052C	0.5	-0.01	-0.58	-0.43	-0.92	-0.75	-0.56	0.31	0.41	0.12	0.04	0.62	0.76	0.49
YBR053C	1.08	0.38	0.08	0.05	-0.78	-0.95	-0.81	-0.65	0.25	0.19	-0.36	0.68	0.53	0.32
YBR054W	0.24	-0.28	0.22	0.19	-0.43	-0.65	-0.76	-0.16	0.09	0.15	-0.45	0.39	0.88	0.57
YBR055C	0.09	-0.32	0.16	-0.14	0.37	-0.25	0	-0.32	0.21	0.18	-0.1	0.13	0.09	-0.1
YBR056W	1.27	0.15	-0.04	-0.22	-1.01	-0.71	-0.93	0.05	0.22	-0.12	-0.54	0.38	0.8	0.7
YBR057C	0.56	-0.37	-0.37	-0.42	-0.08	0.14	-0.23	-0.16	0.36	0.16	-0.18	0.46	0.02	0.11
YBR058C	0.38	0.03	0.01	-0.23	0.16	0.34	-0.58	-0.53	-0.07	0.03	0.18	0.15	-0.06	0.18
YBR059C	0.86	-0.18	0.1	-0.03	-0.17	-0.06	-0.15	-0.22	0.45	0.16	-0.44	0.5	-0.63	-0.18
YBR060C	-0.21	-0.27	-0.44	0.16	0	0.05	-0.14	0.44	0.19	0.34	-0.44	0.09	0.02	0.2
YBR061C	-0.78	-0.22	-0.41	0.13	0.62	0.71	0.42	0.05	-0.14	0.16	0.38	-0.28	-0.44	-0.2
YBR062C	0.56	-0.25	-0.05	-0.5	-0.31	0.04	-0.29	0.09	0.36	-0.03	0.02	0.09	0.43	-0.15
YBR063C	-0.07	0.04	-0.23	0.04	0.17	0.24	-0.27	-0.2	0.06	-0.09	0.06	0.15	-0.07	0.17
YBR064W	0.27	-0.23	0.1	-0.14	0.03	0.39	-0.1	-0.04	-0.01	-0.19	0.12	-0.21	-0.02	0.03
YBR065C	0.15	-0.27	-0.1	0.1	0.2	-0.02	-0.1	-0.27	0.06	0.13	-0.3	0.31	-0.16	0.27
YBR066C	-0.49	0.65	-0.07	0.25	-0.05	-0.11	-0.31	0.15	-0.28	-0.13	-0.02	0.13	-0.02	0.29
YBR067C	0.14	0.78	0.51	-0.08	-0.39	-0.7	-0.73	-0.37	0.15	-0.14	-0.29	0.39	0.48	0.27
YBR068C	-0.16	0.01	-0.61	0.12	-0.26	-0.09	-0.09	-0.03	0.16	0.43	-0.03	0.29	-0.01	0.29
YBR069C	-1.62	0.02	-0.24	-0.05	0.07	0.05	0.14	0.19	0.53	-0.02	-0.15	0.44	0.5	0.14
YBR070C	-0.97	-0.41	0.31	-0.36	0.34	0.38	0.11	0.42	0.06	-0.14	0.38	-0.19	-0.15	0.24
YBR071W	-0.29	-0.91	-0.67	-0.23	0.38	0.02	0.06	0.03	0.08	0.08	-0.03	0.52	0.55	0.4
YBR072W	2.35	1.59	-0.05	1.14	-0.18	-0.64	-1.52	-0.61	-0.39	-0.77	-1.94	-0.24	0.75	0.5
YBR073W	-0.76	-1.16	-0.43	0.31	0.74	0.56	0.77	0.23	0.23	0.68	-0.23	-0.05	-0.81	-0.09
YBR074W	-0.45	-0.01	-0.35	-0.15	0.37	0.21	0.19	-0.13	-0.12	0.02	0.91	-0.08	-0.54	0.13
YBR075W	-1.09	0.05	-0.12	0.37	0.3	-0.02	0.31	-0.07	0.22	-0.05	-0.32	0.37	-0.04	0.07
YBR076W	0.3	0.09	0.13	-0.7	0.01	0.19	0.23	0.26	-0.04	-0.21	0.33	-0.42	-0.23	0.05
YBR077C	0.42	0.22	-0.08	-0.27	-0.23	-0.15	-0.06	-0.17	0.08	-0.23	0.05	0.06	0.2	0.14
YBR078W	-2.61	-1.8	-1.24	-0.8	0.01	0.6	0.8	1.15	0.98	0.92	0.6	0.66	0.52	0.21
YBR079C	-0.7	-0.61	-0.08	0.06	0.24	0.3	0.18	-0.01	0.09	0.44	-0.2	0.43	-0.18	0.05
YBR080C	0.1	-0.01	-0.16	-0.07	-0.17	-0.31	-0.05	0.14	0.08	0.17	-0.36	0.31	0.23	0.1
YBR081C	0.27	-0.16	-0.06	0.03	-0.08	0.17	-0.14	0.09	0	0.15	-0.24	0.05	0.07	-0.14
YBR082C	-0.52	-0.48	-0.73	-0.42	-0.4	-0.01	-0.34	0.55	0.5	0.37	-0.29	0.63	0.87	0.28
YBR083W	-0.72	-0.55	0.09	0.31	0.11	-0.31	-0.31	-0.25	0.39	0.21	-0.16	0.62	0.42	0.14
YBR084C-A	-0.87	-0.17	0.1	-0.12	0.62	0.52	-0.28	0.5	0.09	-0.01	0.08	-0.15	-0.16	-0.16
YBR084W	-0.85	-0.82	-0.54	0	0.66	0.38	0.27	0.41	0.37	0.4	-0.22	0.19	-0.28	0.03
YBR085W	-1.21	-0.63	-0.18	-0.21	-0.09	0.01	-0.19	0.31	0.74	0.37	-0.16	0.39	0.64	0.21
YBR086C	-0.26	-0.39	-0.22	-0.03	-0.12	-0.32	-0.07	0.21	0.57	0.34	-0.39	0.55	0.25	-0.12
YBR087W	-0.71	-0.49	0.03	-0.32	0.4	0.79	-0.02	0.42	0.2	-0.13	0.28	-0.15	-0.32	0.03
YBR088C	-1.8	-1.43	-0.56	0.26	0.96	0.86	1.03	0.7	0.45	0.26	0.26	-0.21	-0.49	-0.3
YBR089W	-1.62	-1.26	-0.06	-0.14	0.91	1.23	0.72	0.69	0.22	0.23	0.55	-0.23	-1.16	-0.06
YBR089C-A	-0.31	-0.35	-0.83	0.04	-0.26	0.03	0.08	0.61	0.39	0.34	0.14	0.23	-0.06	-0.04
YBR090C	0.05	0.22	-0.4	-0.33	-0.39	-0.12	0.25	0.22	0.14	-0.08	-0.08	0.35	0.14	0.03
YBR091C	-0.18	0.08	0.06	-0.18	0.12	0.19	0.01	-0.12	0.09	-0.01	-0.08	0.04	0.06	-0.07
YBR092C	-1.22	-0.13	-0.33	-0.05	-0.22	-0.13	-0.41	0.15	0.2	0.73	0.2	0.5	0.19	0.51
YBR093C	-1.49	0.71	0.14	-0.23	0.01	0.05	-0.19	-0.09	-0.02	0.33	0.01	0.41	0.2	0.16
YBR094W	-0.69	-0.31	-0.07	0.37	0.14	0.08	0.03	0.24	0.29	-0.63	-0.02	0.27	-0.23	0.52
YBR095C	0.73	-0.24	-0.17	0.39	0.2	0.12	0.17	-0.28	-0.09	0.05	-0.26	-0.21	-0.28	-0.13
YBR096W	-0.28	0.01	0.31	-0.36	-0.22	0.03	-0.06	0.18	-0.02	-0.11	0.17	0.15	-0.04	0.25
YBR097W	0.4	0.42	0.05	0.08	-0.28	-0.73	-0.5	-0.16	-0.38	0.28	-0.46	0.36	0.54	0.38
YBR098W	-0.93	-0.33	0.25	-0.05	0	0.42	0.75	0.34	-0.1	0.26	0.07	-0.17	-0.37	-0.15
YBR099C	0.14	-0.11	0.04	0.3	0.27	-0.06	-0.04	0.02	-0.04	0	-0.15	-0.04	-0.22	-0.13
YBR100W	-0.1	-0.14	-0.08	-0.14	0	0.36	-0.25	0.17	0.13	-0.16	0.08	-0.12	0.1	0.15
YBR101C	1.63	-0.36	0.39	0.3	0.47	0.71	0.26	-0.72	-0.07	-0.4	0.17	-1.36	-0.83	-0.2
YBR102C	0.03	-0.43	-0.2	0.18	0.16	-0.1	-0.02	-0.1	-0.05	0.27	-0.31	0.4	0.03	0.12
YBR103W	0.55	-0.16	-0.05	0.14	-0.03	0.32	0.25	-0.35	0.43	-0.08	-0.24	-0.39	-0.32	-0.06
YBR104W	-0.3	-0.25	-0.04	-0.04	0.46	0.74	-0.06	-0.04	-0.21	0.24	-0.04	-0.42	-0.14	0.12
YBR105C	0.63	0.01	-0.08	0.22	0.25	0.45	-0.47	-0.4	-0.22	0.01	0.71	-0.47	-0.31	-0.31
YBR106W	-1.81	-0.44	-0.59	-0.38	0.13	0.51	-0.19	0.7	0.39	0.63	0	0.52	0.2	0.32
YBR107C	0.01	-0.13	-0.06	-0.28	0.03	0.35	-0.02	0.13	0.28	0.11	0.03	-0.23	-0.2	-0.02
YBR108W	-0.11	-0.18	-0.31	0.13	-0.28	-0.29	-0.13	0.09	0.19	0.21	-0.29	0.5	0.24	0.23
YBR109C	0.2	-0.14	0.08	-0.2	0.03	-0.1	-0.2	-0.04	0.07	-0.06	-0.31	0.38	0.21	0.08
YBR110W	0.14	-0.36	0.1	-0.02	0.03	-0.12	-0.26	-0.05	0.17	0.29	-0.1	0.17	-0.12	0.13
YBR111C	0.53	-0.05	-0.02	0.09	-0.13	-0.24	-0.2	-0.05	0.01	-0.25	-0.45	0.3	0.16	0.3
YBR112C	-0.21	-0.43	-0.33	0.06	0.01	0.01	0.15	0.3	0.47	0.4	-0.03	0.26	-0.68	0.01
YBR113W	0.28	-0.26	-0.09	-0.27	-0.02	-0.12	0.19	0.2	0.2	-0.06	-0.06	0.24	-0.15	-0.08
YBR114W	-0.18	-0.27	0.23	0.18	0.1	0.06	0.09	0.38	0.31	0.22	-1.23	-0.16		0.26
YBR115C	-0.55	-0.1	-0.08	0.33	0.11	0.11	-0.19	-0.02	0.35	0.3	-0.36	0.09	0.09	-0.1
YBR116C	0.52	0.03	-0.11	0.69	-0.43	-0.87	-0.9	0.7	0.1	-0.6	-1.36	-0.02	0.92	1.31
YBR117C	0.31	0.01	0.74	0.98	0.01	-0.49	-0.66	-0.45	-0.03	-0.66	-1.82	-0.04	1.02	1.08
YBR118W	-0.8	-0.3	-0.69	-0.23	0.15	0.23	0.16	0.61	0.37	0.36	-0.02	0.11	0.07	-0.02
YBR119W	1.36	0.06	0.14	0.12	0.22	-0.12	-0.12	-0.26	-0.22	-0.52	-0.03	-0.24	-0.14	-0.22
YBR120C	0.21	0	-0.07	-0.49	-0.27	0.31	0.72	0	-0.15	-0.31	0.29	0.12	-0.39	0.03
YBR121C	-0.6	-0.22	-0.11	0.09	0.2	0.2	0.17	0.35	0.3	0.09	-0.14	0.09	-0.07	-0.33
YBR122C	0.15	-0.28	0.12	-0.38	-0.36	-0.16	0.12	0.16	0.19	-0.07	0.21	0.25	0.02	0.04
YBR123C	-0.28	-0.24	-0.09	0.19	0.01	-0.16	-0.05	0.14	0.28	0.24	-0.36	0.24	0.19	-0.11
YBR124W	0.22	-0.29	-0.25	-0.13	0.11	-0.34	-0.07	-0.22	0.25	0.32	-0.09	0.35	0.09	0.07
YBR125C	-0.13	-0.09	-0.05	-0.19	0	-0.15	-0.11	0.11	0.24	0.06	0	0.25	-0.13	0.21
YBR126C	0.88	0.2	0.33	-0.17	-0.63	-0.93	-0.46	0.04	0.33	-0.05	-0.93	0.5	0.29	0.59
YBR127C	0.1	-0.26	-0.15	-0.22	-0.15	-0.3	-0.34	0.08	0.42	0.24	-0.34	0.32	0.34	0.24
YBR128C	0.56	0	-0.11	-0.42	-0.31	0	0.1	-0.16	-0.03	-0.23	0.26	0.12	0.12	0.09
YBR129C	0.89	0.16	0.04	-0.02	-0.14	-0.05	0.06	0.06	0.03	-0.33	-0.16	-0.23	-0.19	-0.12
YBR130C	0.04	-0.51	-0.22	-0.38	-0.18	0.14	0.04	0.13	0.2	0.1	0.02	0.31	0.16	0.17
YBR131W	0.11	-0.04	0.04	0.31	0.09	0.11	0.07	-0.12	0.09	0.06	-0.23	0.02	-0.59	0.07
YBR132C	0.19	-0.29	-0.35	-0.27	-0.59	-0.49	0.03	0.1	0.61	0.32	-0.21	0.64	-0.13	0.43
YBR133C	-0.29	-0.2	-0.39	-0.44	-0.1	-0.27	-0.29	0.28	0.37	0.37	-0.08	0.4	0.4	0.23
YBR134W	-0.01	-0.24	-0.22	-0.43	-0.18	0.03	-0.31	-0.02	0.29	0.1	0.29	0.25	0.39	0.07
YBR135W	-0.42	-0.36	-0.25	-0.17	-0.02	-0.29	-0.17	0.15	0.39	0.25	0.05	0.35	0.48	0.01
YBR136W	0.34	-0.35	0.05	0.44	0.3	0.19	-0.19	-0.09	0.34	-0.21	0.01	-0.35	-0.3	-0.19
YBR137W	0.35	0.05	-0.18	0.03	0.07	-0.22	-0.18	0.02	0.05	-0.02	-0.02	0.19	-0.08	-0.06
YBR138C	-0.19		0.24	-0.85	-0.44	-0.68	-0.03	0.15	0.25	0.26	0.01	0.7	0.25	0.32
YBR139W	0.34	-0.02	-0.18	-0.1	-0.71	-0.9	-0.22	-0.14	0.41	0.03	-0.02	0.56	0.65	0.31
YBR140C	0.32	-0.21	-0.1	0.08	0.11	0.32	0.04	-0.04	-0.19	0.01	-0.41	0.19	-0.12	0.03
YBR141C	-0.4	0.38	0.02	0.45	0.19	-0.06	0.41	-0.33	0.04	-0.06	-0.09	-0.18	-0.45	0.07
YBR142W	-0.97	-0.31	0.13	0.39	0.7	0.52	0.71	-0.23	-0.25	0.3	-0.06	-0.31	-0.64	0
YBR143C	-0.79	-0.01	-0.12	0.03	0.4	0.22	0.26	0.19	0.03	0.09	0.06	0.06	-0.23	-0.19
YBR144C	0.16	-0.58	0.05	0.08	0.03	0.12	0.72	0.03	-0.06	-0.15	0.15	0.41	-1.07	0.12
YBR145W	-0.28	-0.22	0.07	-0.02	-0.1	-0.36	-0.01	0.19	0.15	0.13	-0.19	0.21	0.31	0.11
YBR146W	-0.25	-0.62	0.12	0.06	-0.03	-0.08	0.54	0.03	0.16	0.38	-0.16	0.15	-0.4	0.1
YBR147W	0.35	0.42	0.1	0.1	-0.4	-0.58	-0.09	0.23	0.21	-0.4	-0.03	0.18	0.1	-0.19
YBR148W	0.12	0.19	-0.19	0.09	-0.32	-0.1	0.12	-0.14	0.35	0.03	-0.25	0.14	0.14	-0.17
YBR149W	0.32	0.08	0.06	0.04	-0.27	-0.96	-0.92	-0.04	0.31	-0.01	-0.43	0.56	0.78	0.48
YBR150C	0.31	0	-0.08	-0.1	-0.28	0	-0.01	-0.07	0.2	-0.01	-0.08	0.07	0.2	-0.14
YBR151W	0.21	-0.31	-0.24	-0.2	-0.31	-0.4	-0.26	0.2	0.34	-0.05	-0.33	0.61	0.53	0.21
YBR152W	-0.26	-0.22	-0.17	0.16	0.32	0.22	0.18	0.19	0.16	0.14	-0.2	0.22	-0.59	-0.15
YBR153W	-0.29	-0.19	-0.17	0.03	0.25	-0.21	-0.17	0.18	0.33	0.16	-0.19	0.21	-0.1	0.16
YBR154C	1.77	-0.43	-0.38	-0.03	0.23	0.53	-0.29	-0.14	-0.38	0.11	0.18	-0.36	-0.58	-0.25
YBR155W	-1	-0.36	-0.02	0.36	0.53	0.23	0.36	0.06	0.34	0.22	-0.04	-0.23	-0.31	-0.13
YBR156C	-0.7	0.1	-0.26	0.01	0.19	-0.3	-0.02	0.24	0.22	0.22	-0.56	0.69	0.27	-0.1
YBR157C	1.64	0.67	0.64	0.55	0.03	-0.34	-0.46	-0.36	-0.25	-0.65	-0.71	-0.22	-0.22	-0.31
YBR158W	0.61	-0.43	-0.36	-0.28	-0.13	-0.64	-0.92	-0.72	-0.43	-0.28	0.53	0.72	1.35	0.99
YBR159W	-0.43	-0.38	-0.4	-0.1	0.11	-0.08	0	0.2	0.42	0.13	0.15	0.35	0.15	-0.12
YBR160W	-0.96	-0.59	0.05	-0.15	0	-0.28	0.23	0.29	0.41	0.47	-0.02	0.77	-0.62	0.39
YBR161W	-0.17	-0.4	-0.14	-0.03	0.25	-0.1	0.17	0.16	-0.07	-0.07	-0.05	0.28	0.1	0.08
YBR162C	-0.93	-2.03	-0.14	-1.55	-0.93	-0.18	0.33	0.45	0.74	0.8	0.67	0.94	0.88	0.95
YBR162W-A	-0.61	-0.56	-0.14	0.03	0.42	0.04	0.35	0.47	0.01	0.01	0.11	0.16	-0.2	-0.08
YBR163W	-0.64	-1.06	-0.04	0.06	-0.08	-0.08	0.28	-0.06	0.34	0.1	0.5	0.21	0.28	0.18
YBR164C	-0.34	-0.1	-0.01	0.12	0.23	-0.14	0.08	0.17	0.18	-0.14	-0.01	0.13	-0.19	0.03
YBR165W	0.66	0.31	-0.12	-0.45	-0.38	0.14	0.11	-0.33	-0.16	0.04	0.62	0.01	-0.24	-0.2
YBR166C	0.34	0.08	-0.03	0.08	0.34	-0.01	0.09	0.05	-0.24	-0.01	-0.29	-0.22	-0.11	-0.05
YBR167C	0.84	0.16	-0.01	0.19	-0.33	0.02	-0.19	0.67	-0.23	-0.4	-0.23	-0.25	-0.23	0
YBR168W	0.31	-0.06	0.06	0.06	0.12	-0.5	-0.1	-0.1	-0.15	-0.04	-0.12	0.26	0.06	0.18
YBR169C	2.08	0.07	0.44	0.51	-0.47	-0.93	-0.38	-0.36	0.07	-0.12	-0.87	0.15	-0.25	0.05
YBR170C	-0.28	0.38	-0.09	-0.02	-0.02	-0.55	-0.16	0.23	0.22	-0.02	-0.24	0.23	0.06	0.24
YBR171W	0.76	-0.76	-0.31	-0.25	0.31	0.41	0.11	0.1	-0.01	-0.08	0.24	-0.18	-0.25	-0.09
YBR172C	-0.15	-0.38	-0.15	0.16	0.29	-0.44	-0.27	0.06	0.32	0.29	-0.05	0.23	0.1	-0.01
YBR173C	0.65	-0.21	-0.23	-0.48	-0.5	-0.13	-0.11	-0.06	0.22	0.13	0	0.29	0.32	0.12
YBR174C	0.03	-0.1	0.03	-0.03	0.31	-0.29	-0.19	0.05	0.24	-0.05	0.13	-0.01	-0.03	-0.1
YBR175W	-0.26	0.01	-0.07	-0.31	-0.15	0.09	-0.26	0.05	0.37	0.45	0.12	0.35	-0.57	0.19
YBR176W	-0.4	-0.1	0.08	-0.01	0.1	-0.37	-0.2	0.08	0.32	0.02	-0.05	0.3	0.1	0.12
YBR177C	-0.3	-0.18	-0.44	-0.2	-0.35	-0.32	-0.01	0.15	0.52	0.38	-0.39	0.56	0.61	-0.03
YBR178W	0.23	-0.07	0.03	-0.27	0.11	-0.47	0.03	0.25	0.46	-0.15	0.03	-0.01	0.03	-0.2
YBR179C	0.15	-0.11	-0.37	-0.17	-0.04	-0.04	0.08	-0.06	0.37	0.3	-0.41	0.34	0.35	-0.39
YBR180W	0.53	-0.37	0.01	0.19	0.09	-0.11	-0.21	-0.18	0.11	0.05	0.11	-0.16	0.01	-0.08
YBR181C	-1.39	-0.57	-0.16	-0.02	0.3	0.41	0.03	0.5	0.48	0.51	-0.11	0.14	-0.06	-0.05
YBR182C	0.15	-0.58	0.19	0.02	0.41	0.11	0.02	0.04	0.13	0.13	-0.22	0.02	-0.3	-0.12
YBR183W	0.14	-0.1	0.05	-0.41	-0.97	-0.77	-0.24	0.23	0.36	0.44	-0.02	0.61	0.38	0.3
YBR184W	0.01	-0.28	0.2	-0.12	0.18	-0.07	0.01	0.21	-0.03	0.07	0.01	-0.01	-0.1	-0.07
YBR185C	-0.17	-0.56	0.47	-0.19	-0.5	-0.3	0.1	0.15	0.1	0.18	0.08	0.28	0.46	-0.1
